posted_at_jst,date_jst,time_jst,weekday,category,impressions,likes,like_rate,char_count,line_count,first_line,content
2025-10-01T09:00:00.000Z,2025-10-01,09:00,(水),アルゴリズム/仕様,23000,76,0.0033,792,13,"信じられない…10月に入りインスタアルゴリズム完全に調整突然入ってますね。今日はインスタ完全終了のお知らせです。いきなりリーチ落ちてません？？この度、絶対にインスタが伸びない行動5選が決定しました。新機能の追加の影響もありかなり変わってます…1つでも当てはまっているとアカウントのリーチ数がガクッと下がるのでアカウント確実に終わり全てやり直しです。5つあるのですが、","信じられない…10月に入りインスタアルゴリズム完全に調整突然入ってますね。今日はインスタ完全終了のお知らせです。いきなりリーチ落ちてません？？この度、絶対にインスタが伸びない行動5選が決定しました。新機能の追加の影響もありかなり変わってます…1つでも当てはまっているとアカウントのリーチ数がガクッと下がるのでアカウント確実に終わり全てやり直しです。5つあるのですが、\n①オーディエンス設定ミスでリーチしない
\nというのはもう聞き飽きましたよね？
\nハッシュタグ問題、そこはどうでもいいです？先日のCEOの発信はご確認されましたでしょうか？これ知らんかったらやばいです。「もうハッシュタグはお飾り」だと受け取れる話をしてましたが、それすらもズレてまして、\nインスタは今ユーザー数が爆発的に伸びてるのですがそれを牽引してるのがリールとそのレコメンド機能です。
\nつまり、あなたのリールがあなたの届いてほしい人に届くようにするのが今のインスタの攻略の鍵。
\n------------ そしてここでハッシュタグ------------
\n以前まではつけることであなたの発信ジャンルが何か？をインスタに教えるためにつける必要がありました。
\nそれが今は完全無効となり動画で話してる内容がどれだけタイムリーな話題か、テロップなどの素材だけでもジャンルがわかるか？キャプションだけみてもジャンルがわかるのか？が大事に。
\nいまだにハッシュタグをつける人は意図がないか、あわよくばハッシュタグ検索に引っかかるかを考えてますが、今はそんなことよりさっきいったリールの動画の内容や投稿時の文章の方が大事。そしてハッシュタグは時にノイズになります。
\nなので、伸びる伸びない以前につけない方がおすすめの精度があがり今のインスタに適した運用ができる。なので、ハッシュタグは今不要となりました、まだつけてる人は一度消してみて10投稿してみてください。人によっては10倍伸びます。\nhttps://www.threads.com/@mon_guchi/post/DPXYKVJE5-K?xmt=AQF0HMVi-99-y8mdg3kqZTkDv3AuM3Ch_x1h8zSLSBKP6A"
2025-10-05T09:00:00.000Z,2025-10-05,09:00,(日),アルゴリズム/仕様,2741,16,0.0058,209,5,"すご！","すご！
\nノーAIでS連発してるのすごくない？w
\n基準は3万インプ以上、フォロワー増加100以上だったかな\nhttps://www.threads.com/@kudooo_ai/post/DPZFcAhCUMQ\nhttps://www.threads.com/@mon_guchi/post/DPZGCkYiWo_?xmt=AQF0fIy6rMlwi11j3cJa1foB3etlwwhNGqZTm-a1k532AQ"
2025-10-05T09:00:00.000Z,2025-10-05,09:00,(日),アルゴリズム/仕様,9741,51,0.0052,607,13,"2026年絶対チェックすべきリール運用のポイントが発表となりました。1つでも漏れてたらアカウント終わります。最悪すべてやり直しです。緊急で確認してほしい。10個ありまして、","2026年絶対チェックすべきリール運用のポイントが発表となりました。1つでも漏れてたらアカウント終わります。最悪すべてやり直しです。緊急で確認してほしい。10個ありまして、 
\n1直近1週間でログインしてるユーザーのニーズを知る
\n2そのためにリアルタイムリサーチを実施する
\n3投稿頻度を安定させてアクティブクリエイター認証をもらう
\n4ハッシュタグやエンゲージベイト等のノイズは全て無しにする
\n5リール冒頭は必ず端的に断定する
\n6否定意見を恐れずはっきりと主張する
\n7オーディエンス設定を実施した上で全部投稿する
\n8視聴者の心情や行動の代弁を10秒以内に必ずいれる
\n9リールで直接商品,サービスの紹介をしない
\n10 50投稿するまで絶対に諦めない
\nまとめると自分の発信ジャンルで1週間以内にログインしてるアクティブユーザーの行動をリールリサーチで再生数などから把握しその視聴者が絶対反応する構成でリールの投稿を積み上げるだけです。これで、どんな人に評価されるのか？がインスタ側から明瞭になり過去リール含めて再生数がじわじわと伸び続けて強いアカウントになります。細かい手順は固定に置いてます。\nhttps://www.threads.com/@mon_guchi/post/DPZ8lOHE_zb?xmt=AQF0fIy6rMlwi11j3cJa1foB3etlwwhNGqZTm-a1k532AQ"
2025-10-05T09:00:00.000Z,2025-10-05,09:00,(日),アルゴリズム/仕様,3748,32,0.0085,441,3,"インスタ発信者の売上が下がっている！リールも伸びてない！もうオワコンだ！！！的な投稿をチラホラ見るけど謎の世界線です。弊社はもちろんメンバーも上がってます。弊社でいえばこのアカウントのみで行ってるeduGate事業に関しては9月時点で昨対比の100%を余裕で超えてました！ただバズって一気に注目を集める！！みたいなのは出す必要がない世界線になりました。その分、ユーザー数は増えてるとの報告も公式からあったのとターゲティング精度も凄まじいので売上が増えてる感じです。やってることは何も変えてません。","インスタ発信者の売上が下がっている！リールも伸びてない！もうオワコンだ！！！的な投稿をチラホラ見るけど謎の世界線です。弊社はもちろんメンバーも上がってます。弊社でいえばこのアカウントのみで行ってるeduGate事業に関しては9月時点で昨対比の100%を余裕で超えてました！ただバズって一気に注目を集める！！みたいなのは出す必要がない世界線になりました。その分、ユーザー数は増えてるとの報告も公式からあったのとターゲティング精度も凄まじいので売上が増えてる感じです。やってることは何も変えてません。
\n皆何をもってインスタが厳しくなったって言ってるの？？あまりにも不勉強すぎない？そして言ってる人に限って他のことおすすめしてたりして下世話なポジトークって認識で大丈夫でしょうか？\nhttps://www.threads.com/@mon_guchi/post/DPbFkQOiR0O?xmt=AQF0fIy6rMlwi11j3cJa1foB3etlwwhNGqZTm-a1k532AQ"
2025-10-06T09:00:00.000Z,2025-10-06,09:00,(月),アルゴリズム/仕様,52000,203,0.0039,2259,38,"ハッシュタグ完全終了になりました。","ハッシュタグ完全終了になりました。
\nつけているアカウントはリールが伸びない仕様に変更されましたのはご存知でしょうか？現につけるのをやめたアカウントから再生回数が突然4倍とかになっているので解説します。
\nここで結論づけて動画を飛ばすと完全に誤解をしてしまいますのでご注意ください。話していきます、\n最近リールが伸びない、いいねもコメントもこない、保存もシェアもない
\n発信が楽しくなくなってきて最近インスタ開くのも辛い。
\nCEOの発言はご確認されましたでしょうか？
\nインスタのユーザー数の爆発的な拡大から方向性に関して話しており、そこに全ての答えがありました。
\n大前提として、僕の固定リンクを見ている人は全く問題ないのですが、ないぶん配布資料の量が多いのでここで簡単に解説して完全理解してください。資料200枚とか動画3時間とか作って申し訳ございません。
\nこの動画の冒頭でハッシュタグ完全終了と聞いて嘘っておもいましたよね？？
\nその認識が起きていることに全てが詰まっていまして、今インスタは従来の文化をすべて切り捨て再構築されます。
\nインスタのユーザー数が爆増しているのはリールとそのレコメンド機能が牽引しています。
\n自分の興味関心があるものが、次々と表示されユーザーはインスタにハマっていく。いつしかフォローという概念を忘れてみているコンテンツの9割以上がフォローしていないユーザーのリール動画です。
\nそしてインスタはこう明言しています 
\nこのデータを受け『リールの強化』『リールを中心としたアプリに再構築する』と明言しています。
\nハッシュタグは昔検索で上位表示させるためにミドルタグビッグタグスモールダグをバランスよく30個つけるのが主流で、その後に『発信のジャンル認定』をもらうために公式から3−5個をつけるのはいいと発表され、大量ハッシュタグ自体は一瞬で終了しました。
\nさすがにここまでは知っていやんな？
\nそこからまた公式から『ハッシュタグの有無はジャンル認知には無関係』と発表されてからハッシュタグ意味ない論が生まれました。
\nさすがにここも追っているよね？新しいのはここからで、
\nハッシュタグをつけるとリーチが落ちて、つけないとリーチがあがるという話。
\n実はこの理解だけだと逆にリーチが落ちます。おちてますよね？\n今のリールの目的は再生数を増やすことよりも、自分の発信が必要な人に届けるという認識が必要で、それを抑えると再生数も上がるという構図。これ絶対覚えておいて。
\nそもそも発信者が増加している時点でそれぞれのリールに割り当てられう視聴者数の絶対数は減っている。テレビの視聴率も下がってるやろ？それはSNSや配信番組という新しい形ができて視聴者が分散されたから。インスタのリールの再生回数の減少もこれが理由。
\nじゃあどすれば攻略できる？？
\n１リアルタイムリサーチ
\n直近1週間以内および3万回再生以上フォロワー数以上の再生数を出しているリールから視聴者のニーズを掴み投稿。これで直近でログインしているアクティブなユーザーの興味関心を把握することができるので伸びやすくなる。
\n２投稿の積み上げ
\n1に沿ったリール動画を更新し続けることで直近でログインしているアクティブユーザーの興味関心をはじめ、視聴時間やいいねやコメントをもらいやすくなる。これが積み上がればあなたのアカウントやいつも投稿するリールは誰におすすめすればユーザーが満足してくれるのか？がインスタ側は把握できるからレコメンドに載せやすくなる\nこれが軸となっています。今まで適当に運用したり運用歴が長くなると惰性になったり、途中で発信の方向性を変更したりすると既存フォロワーが興味を示さなくなるのでアカウントはどこにおすすめすればいいか不明になり伸びなくなる。
\n実際に昔から発信している人で更新はしているけどフォロワー数停滞している人いるやろ？あれ時代に対応できなかった失敗例。
\nこれらの精度の向上がインスタのユーザー数増加を牽引した。
\n結論、おすすめ掲載の精度を掌握することなのです。
\nで、ハッシュタグの需要は大幅に減少していてそもそも検索でも利用する人が少ない。いちいちシャープマークいれて検索しなくても普通にワードを入れればたくさん動画ヒットするでしょ？
\nなので\nハッシュダグがキャプションのところにあるとノイズになる。レコメンド精度が高くなる投稿を積み上げていることが前提ですが、ハッシュタグをつけなくすることでより精度が研ぎ澄まされる。
\n逆にユーザーのニーズを掴んでうまく運用している人はハッシュタグをつけてもつけなくてもそこまでリーチに影響はない。これが理由。
\n動画の前半に僕の固定リンクみている人はダイジョブって伝えたのはこれが理由。アカウントの運用手順をステップにわけて完全に解説しているからそのとおりやっている人は正直ハッシュタグ云々はそこまで影響がない。でもない方がよいというデータのほうが多いのでつけないで投稿している。この程度。
\nハッシュタグ云々の話で振り回されている人は正直もう伸びない。情報がおくれすぎ。ただしに知識をいれないと全ての努力が水の泡になる。\nhttps://www.threads.com/@mon_guchi/post/DPcb90aEzEP?xmt=AQF05lpEErANp76HSPT89PjkTIePwVMpnohCOpHyfcTrww"
2025-10-07T09:00:00.000Z,2025-10-07,09:00,(火),リール/動画,50000,124,0.0025,626,6,"フォロワー削除してる人、アカウント終わります。僕1度もやったことありません🙇もしかしてCEOの発言を見落としてるかもしれなくて、","フォロワー削除してる人、アカウント終わります。僕1度もやったことありません🙇もしかしてCEOの発言を見落としてるかもしれなくて、\n不要なフォロワーの削除をこまめにすることで、フォロー中の人のエンゲージ率を上げるために推薦とされています。
\nてもいちいち定期的に確認するの面倒じゃないですか？それに間違ってロム専用のアカでフォローしてくれてるユーザーアイコン初期設定のままプロフィールも未設定とかのアカウント削除しちゃったらひどない？それにたくさん削除してしまうとスパム認定くらって最悪リーチ抑制、アカウント停止のリスクもあります。
\nたらればですが、細かいことを気にするよりも1本のリールを作る上で時間かけてください。理論上は削除有効ですが、そこまで囚われる事では全くありません。CEOも今はフォロワー数は重要じゃなくリールのおすすめだと明言してた。
\nリサーチ、テーマ決め、冒頭発案、他にもコメントやDMの返信等に1秒でも多くかけてください。その方が合理的でこまめに削除するより重要なことです。毎日不要なフォロワー削除に10分使っていると1年で2日〜3日に相当します。理論上は正しいのですが、ノウハウにすることでもないのがフォロワー削除です。 \nhttps://www.threads.com/@mon_guchi/post/DPfGbkFE4EQ?xmt=AQF0Vo67nDk6sUbGnc-ONwyuDcsirP4G-TVELXt_4cVF0Q"
2025-10-08T09:00:00.000Z,2025-10-08,09:00,(水),アルゴリズム/仕様,33000,80,0.0024,570,11,"インスタ突然のルール変更で大勢が必須設定外れてます🙇いきなりリールの再生回数下がった人、即確認してください。原因これです。これだけで伸びるはずのリールが全く伸びなくなります。","インスタ突然のルール変更で大勢が必須設定外れてます🙇いきなりリールの再生回数下がった人、即確認してください。原因これです。これだけで伸びるはずのリールが全く伸びなくなります。
\n7個すべて改めて確認をしてください、\n1リールの投稿画面でオーディエンス設定にいき、プロフィール表示のところでメインとリールグリッドをオン
\n2三本線の設定のアカウントのプライバシーから検索エンジン表示オン、あなたのリールがグーグル上でも表示され、ユーザー数はインスタ以上です。
\n3メディアの画質にいき高画質アップロードをオン
\n4友達とフォローのところにいき、審査対象としてフラグするオン
\n5リール投稿画面でその他オプションにいき、この動画へのリールギフトをオンです
\n6最後にプロフィール編集画面にいき、カテゴリを選択を僕と同じものを設定してください
\n7 門口拓也をフォローして固定から基礎を学びリアルタイムリサーチからニーズを抽出し王道の構成でリール動画を3ヶ月以内に50本積み上げる前に一旦ウェビナー参加する
\n何番が１番重要だと思いますか？\nhttps://www.threads.com/@mon_guchi/post/DPhtukrk-P4?xmt=AQF0XUMUE7ywnXSaDRwMUMr2Pv6wTfKRIERi5b8P5kwJ2w"
2025-10-09T09:00:00.000Z,2025-10-09,09:00,(木),ストーリーズ/フィード,11000,66,0.0060,694,24,"週3投稿の人、一定の条件をクリアしないとアカウント終わります","週3投稿の人、一定の条件をクリアしないとアカウント終わります
\n5つあるのですが、
\nこの動画で投稿VS週3投稿論争に終止符を打ちにきました
\nちなみに僕は、\nThread1-2投稿
\nX3-5投稿
\nリール毎日
\nストーリーズ毎日
\nYouTubeショート毎日
\nYouTube週1-2
\nTikTok毎日
\nの毎日ゴリゴリ日本代表なんですが、週3否定ではありません🙅
\n5つあります
\n1毎日の方がいいに決まってるという認識を持つ
\n毎日やってる人がいるのを知ってる中、週3は妥協です
\n2 それでも週3なら質を圧倒的に担保
\n1週間以内に何が話題になってるのか？リアルタイムで求められてることは何か？絶対的にリサーチしてズレない投稿を積み上げる
\n3 週3投稿でも伸びる！って行ってる人は界隈トップクラスの実力者、過去に積み上げてきたものがある
\n4 質は量からしか転嫁されない
\n自然の摂理です。質も担保して毎日やってる人に天才以外基本的に勝てません。
\n5自分の選択に誇りを持ち貫け
\n週3がいい、毎日がいい、それぞれの意見に振り回されてる時点で毎日やった方がいい。
\n週3回、なんならそれ以下でも、うまくいってる人はいってます。そしてその人にはその運用スタイルで良しとしてる戦略や理念があり自信を持ってます。ない人は週3やろうが週5やろうが毎日やろうが結果は同じです。 \nhttps://www.threads.com/@mon_guchi/post/DPkTPgbkwxm?xmt=AQF0zd36BYnysZdzhFR7-jc5EYIcKmbYtDnfEsjGsLid0g"
2025-10-09T09:00:00.000Z,2025-10-09,09:00,(木),問いかけ型,6540,55,0.0084,372,2,"Threadsでインスタのフォロワー増えました！と通知欄のスクショとともに自慢してる人、だいたいコメント誘導アカです。たしかにフォロワー増えるのは嬉しいかもですが、リード獲得の観点からはターゲティング精度の活用から逸脱するので激弱アカになってしまいます。そして事業におけるSNSの活用の99％はリード獲得のためです。エンゲージの歪みが懸念点。上手な人は問題ないが今のところそれも1人しかないない。それ以外はリード獲得の面で激よわです。数字が証明してしまっています。リード獲得ってなに？？ってなる人はそもそも話にすらなりません🥹🥹解説します","Threadsでインスタのフォロワー増えました！と通知欄のスクショとともに自慢してる人、だいたいコメント誘導アカです。たしかにフォロワー増えるのは嬉しいかもですが、リード獲得の観点からはターゲティング精度の活用から逸脱するので激弱アカになってしまいます。そして事業におけるSNSの活用の99％はリード獲得のためです。エンゲージの歪みが懸念点。上手な人は問題ないが今のところそれも1人しかないない。それ以外はリード獲得の面で激よわです。数字が証明してしまっています。リード獲得ってなに？？ってなる人はそもそも話にすらなりません🥹🥹解説します\nhttps://www.threads.com/@mon_guchi/post/DPlZoS0iVuY?xmt=AQF0zd36BYnysZdzhFR7-jc5EYIcKmbYtDnfEsjGsLid0g"
2025-10-10T09:00:00.000Z,2025-10-10,09:00,(金),アルゴリズム/仕様,24000,66,0.0027,858,13,"インスタのアルゴリズムが革命級に変わりました。まじで全て変わってまして続々とアカウント終わっていってます。直近の再生回数の伸びに違和感を感じてましたがはっきりとしたことがありまして","インスタのアルゴリズムが革命級に変わりました。まじで全て変わってまして続々とアカウント終わっていってます。直近の再生回数の伸びに違和感を感じてましたがはっきりとしたことがありまして\n大前提として固定においてる『リアルタイムリサーチ→フック制作→導入→内容→プロフリンククリック』の流れは理解してないとダメなのですが\n再生回数を狙いたい人に限り今シェア率を意識してるのですがこれがミスです。その中でももう一つ大事な要素として初速がポイントになります。ここの数字をよくしようとしてる人やばい。今この構図です。\n新規リーチしているとストーリーズの閲覧数が上がる→関心が同じ人からフォローとシグナルが入る→ターゲティング精度が調整される→3-4投稿で同じ関心があるユーザーに届く→過去リールの中でも特に新規の反応が高かったのが回りだす→はじめに戻る\nです。つまるところ初速＝内部の反応率の高さなので狙うべきは、リアルタイムリサーチからの潜在需要の把握です。初速が悪くても2-3週間後に回ります。この勝負を週に7回やるイメージです。\n分からない単語やノウハウ等は全て資料アップデートしてまとめてまして、過去にすべて受け取ってくれた人だけで来週5日間ライブウェビナーで深堀します！ぶち上げ🙌\nあ、あと \nアルゴリズムは変わってません、情報はmeta公式を確認しましょうみたいに思ってる人感度撃悪です。
\nそもそもオートメーションなのと、集客視点なので前提が全く違います。
\nそして、私の発信に関しては公式よりも先に傾向を発信してしまっています。
\nあと運用の目的って9割がリード獲得目的ですよね？？発信の意図を理解せずに言及するのはよくないのでもっと視座あげましょう👐
\nオタクすぎてスマホ触りすぎて家で怒られてます！！ \nhttps://www.threads.com/@mon_guchi/post/DPm2G94k2_R?xmt=AQF0ulhj_xqxqbkArrPlWT-CszAb8Gb1dF613SLZxtek0g"
2025-10-11T09:00:00.000Z,2025-10-11,09:00,(土),その他,43000,77,0.0018,726,12,"新機能『インスタリカバリー』機能でましたね！","新機能『インスタリカバリー』機能でましたね！
\n投稿続けても全然伸びない。1投稿だけバズってフォロワー増えてしまいエンゲージ激低。何らかの規制を違反してないのに食らってる。
\nこういうアカウントのリカバリーポイント解説します。一撃で回復できまして、 \nもう散々固定で解説してきてるので、見てる人は全く問題ないですが3つ話します
\n1
\nアカウント初期は何らかのエラーでやすい。これバグです。投稿続けておけば直ります？ニセアカやbotアカが大量に作られるので新規アカには厳しめでテストのようなものがランダムに入ります、これほぼ運です。諦めずにいきましょう。
\n2
\n落ちたエンゲージはフォロワーの新陳代謝機能を使いましょう。リアルタイムリサーチで直近のニーズを掴んで発信を積み上げたり、主張を明確にするために偏った発信をしてるとフォロー解除と新規フォローが同時に入るので徐々ににフォロー中の人のエンゲージがあがり回復します。
\n3
\n過去に相互フォローやいいね回りやフォロワー購入して伸ばした人はもう何やってもだめなのでアカウントごと削除してください。残念ながら無理です。また下手なコメ誘導で伸ばした人もエンゲージに歪みが生じてそれが原因で伸びなくなります。いいねは多くないがコメントだけめちゃ多い。完全視聴は極端に少ないがコメントだけめちゃ多いなどはマイナスでしかありません。
\nリカバリーはこれでやれば一撃で回復します！が、皆謎にやらない！謎！\nhttps://www.threads.com/@mon_guchi/post/DPpYvNzk3gD?xmt=AQF0A1i7JLgEZuKX6ddzRH6JeZlY6X-z5H2kANrHo4cPOg"
2025-10-12T09:00:00.000Z,2025-10-12,09:00,(日),アルゴリズム/仕様,38000,73,0.0019,607,11,"インスタ先日また新ルールでました。ハッシュタグつけてるアカウント終わります。","インスタ先日また新ルールでました。ハッシュタグつけてるアカウント終わります。
